date,tavg,tmin,tmax,prcp,pres,city,year,month
2021-11-01,24.2,18.4,30.4,19.2,1011.3,Malegaon,2021,11
2021-12-01,20.4,15.3,26.4,70.2,1014.8,Malegaon,2021,12
2022-01-01,19.3,13.2,26.4,3.0,1014.0,Malegaon,2022,1
2022-02-01,23.0,15.0,31.2,0.0,1011.7,Malegaon,2022,2
2022-03-01,29.1,20.5,36.7,0.7,1009.8,Malegaon,2022,3
2022-04-01,33.1,25.2,40.8,0.0,1007.6,Malegaon,2022,4
2022-05-01,32.3,25.4,40.4,0.0,1004.5,Malegaon,2022,5
2022-06-01,28.8,24.3,35.3,146.1,1004.4,Malegaon,2022,6
2022-07-01,25.4,23.2,28.9,432.0,1003.9,Malegaon,2022,7
2022-08-01,25.5,22.8,29.5,116.3,1004.3,Malegaon,2022,8
2022-09-01,24.9,22.1,29.3,247.0,1007.2,Malegaon,2022,9
2022-10-01,24.1,19.7,29.5,75.5,1011.4,Malegaon,2022,10
2022-11-01,23.0,16.8,29.7,0.0,1013.9,Malegaon,2022,11
2022-12-01,22.4,16.7,29.3,27.3,1013.5,Malegaon,2022,12
2023-01-01,20.5,14.1,28.1,1.1,1015.0,Malegaon,2023,1
2023-02-01,23.4,15.8,31.9,0.0,1014.2,Malegaon,2023,2
2023-03-01,25.6,18.7,33.1,7.6,1012.3,Malegaon,2023,3
2023-04-01,29.4,22.6,36.8,21.5,1009.6,Malegaon,2023,4
2023-05-01,31.4,24.6,38.7,0.5,1008.3,Malegaon,2023,5
2023-06-01,29.8,24.9,36.2,75.5,1005.4,Malegaon,2023,6
2023-07-01,26.0,23.9,29.9,236.1,1004.5,Malegaon,2023,7
2023-08-01,26.0,22.9,30.3,20.5,1007.5,Malegaon,2023,8
2023-09-01,25.9,22.8,30.4,193.0,1006.8,Malegaon,2023,9
2023-10-01,27.0,20.9,33.2,0.6,1012.5,Malegaon,2023,10
2023-11-01,25.0,19.6,31.3,50.6,1014.0,Malegaon,2023,11
2023-12-01,21.9,16.4,28.5,3.1,1015.0,Malegaon,2023,12
2024-01-01,21.5,15.2,28.8,6.4,1015.0,Malegaon,2024,1
2024-02-01,24.1,17.0,31.8,0.0,1014.8,Malegaon,2024,2
2024-03-01,27.9,20.3,36.1,0.0,1012.2,Malegaon,2024,3
2024-04-01,32.4,25.2,39.6,0.0,1008.5,Malegaon,2024,4
2024-05-01,33.1,26.3,40.6,11.1,1005.4,Malegaon,2024,5
2024-06-01,28.7,25.0,34.7,193.2,1004.3,Malegaon,2024,6
2024-07-01,26.3,24.2,29.9,396.4,1002.0,Malegaon,2024,7
2024-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2024,8
2024-09-01,23.9,21.414444444444445,32.41121172919362,0.0,1007.6,Malegaon,2024,9
2024-10-01,25.3,21.3,30.5,123.0,1010.5,Malegaon,2024,10
2024-11-01,23.1,17.4,29.8,0.0,1013.7,Malegaon,2024,11
2024-12-01,21.2,15.7,28.0,0.0,1013.8,Malegaon,2024,12
2025-01-01,21.1,15.1,28.4,0.1,1014.2,Malegaon,2025,1
2025-02-01,24.0,17.2,32.0,0.0,1013.9,Malegaon,2025,2
2025-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2025,3
2025-04-01,32.2,24.9,39.8,0.1,1007.7,Malegaon,2025,4
2025-05-01,29.2,24.6,35.8,82.8,1005.3,Malegaon,2025,5
2025-06-01,27.7,24.2,32.9,207.4,1003.6,Malegaon,2025,6
2025-07-01,26.0,23.5,29.8,129.9,1003.7,Malegaon,2025,7
2025-08-01,25.5,22.8,29.7,236.8,1005.9,Malegaon,2025,8
2025-09-01,24.8,22.0,29.0,349.9,1007.3,Malegaon,2025,9
2025-10-01,24.5,20.5,29.6,116.8,1010.4,Malegaon,2025,10
2025-11-01,21.4,15.8,28.0,7.5,1014.8,Malegaon,2025,11
2025-12-01,19.1,12.7,26.9,0.0,1015.8,Malegaon,2025,12
2020-01-01,24.9,19.2,29.9,0.0,1013.4,Mumbai,2020,1
2020-02-01,27.3,21.0,32.6,0.0,1012.7,Mumbai,2020,2
2020-03-01,27.7,22.6,31.9,0.0,1011.2,Mumbai,2020,3
2020-04-01,30.2,26.4,33.9,0.0,1009.6,Mumbai,2020,4
2020-05-01,31.1,28.6,34.0,0.0,1007.3,Mumbai,2020,5
2020-06-01,29.2,26.0,32.3,525.0,1003.7,Mumbai,2020,6
2020-07-01,28.1,25.4,30.5,1501.9,1003.2,Mumbai,2020,7
2020-08-01,27.6,25.0,29.6,826.5,1003.3,Mumbai,2020,8
2020-09-01,28.4,25.3,31.4,320.0,1005.6,Mumbai,2020,9
2020-10-01,29.2,25.6,32.7,224.0,1007.3,Mumbai,2020,10
2020-11-01,28.7,23.1,33.9,0.0,1011.8,Mumbai,2020,11
2020-12-01,26.6,20.8,32.3,25.0,1012.0,Mumbai,2020,12
2021-01-01,25.9,20.5,30.9,1.0,1011.1,Mumbai,2021,1
2021-02-01,27.3,21.4,32.9,0.0,1012.1,Mumbai,2021,2
2021-03-01,29.7,23.9,35.0,0.0,1010.0,Mumbai,2021,3
2021-04-01,30.0,26.2,33.6,0.0,1009.1,Mumbai,2021,4
2021-05-01,30.7,27.8,33.8,154.4,1005.5,Mumbai,2021,5
2021-06-01,28.6,25.5,31.5,317.0,1005.3,Mumbai,2021,6
2021-07-01,28.6,25.7,30.8,773.9,1003.8,Mumbai,2021,7
2021-08-01,27.8,25.1,30.0,295.1,1006.3,Mumbai,2021,8
2021-09-01,27.7,24.8,30.1,436.9,1005.1,Mumbai,2021,9
2021-10-01,29.4,25.2,33.5,31.8,1008.6,Mumbai,2021,10
2021-11-01,29.5,25.0,34.1,50.1,1009.2,Mumbai,2021,11
2021-12-01,25.8,21.0,30.6,103.3,1013.3,Mumbai,2021,12
2022-01-01,24.5,19.3,29.3,9.6,1012.9,Mumbai,2022,1
2022-02-01,25.3,19.3,30.5,0.0,1011.3,Mumbai,2022,2
2022-03-01,30.0,24.7,34.9,0.1,1008.9,Mumbai,2022,3
2022-04-01,30.6,26.8,34.5,0.0,1008.0,Mumbai,2022,4
2022-05-01,30.9,28.8,34.0,7.0,1005.7,Mumbai,2022,5
2022-06-01,29.3,26.6,32.9,298.3,1004.4,Mumbai,2022,6
2022-07-01,27.8,25.3,29.8,1185.2,1004.0,Mumbai,2022,7
2022-08-01,27.7,25.1,30.3,550.9,1004.2,Mumbai,2022,8
2022-09-01,27.5,24.7,30.2,528.4,1006.6,Mumbai,2022,9
2022-10-01,28.4,24.5,32.4,165.5,1009.8,Mumbai,2022,10
2022-11-01,27.9,21.9,33.6,0.0,1011.7,Mumbai,2022,11
2022-12-01,27.3,21.8,32.5,6.2,1011.4,Mumbai,2022,12
2023-01-01,24.4,18.7,29.5,0.0,1013.4,Mumbai,2023,1
2023-02-01,28.1,20.6,34.2,0.0,1012.4,Mumbai,2023,2
2023-03-01,28.9,23.6,33.5,21.0,1011.2,Mumbai,2023,3
2023-04-01,30.0,25.8,33.8,15.3,1009.0,Mumbai,2023,4
2023-05-01,30.8,28.3,33.6,0.6,1008.8,Mumbai,2023,5
2023-06-01,30.4,27.8,33.7,561.1,1005.7,Mumbai,2023,6
2023-07-01,27.8,25.3,29.4,1768.9,1004.7,Mumbai,2023,7
2023-08-01,28.6,26.3,30.8,187.3,1007.9,Mumbai,2023,8
2023-09-01,28.2,25.2,31.0,483.8,1006.6,Mumbai,2023,9
2023-10-01,30.2,25.8,34.5,13.0,1011.0,Mumbai,2023,10
2023-11-01,29.4,24.3,34.4,7.1,1011.7,Mumbai,2023,11
2023-12-01,27.9,22.8,32.9,0.0,1012.3,Mumbai,2023,12
2024-01-01,26.3,19.9,31.3,1.1,1013.2,Mumbai,2024,1
2024-02-01,27.1,20.6,32.6,0.0,1013.5,Mumbai,2024,2
2024-03-01,28.3,23.2,32.8,0.1,1011.9,Mumbai,2024,3
2024-04-01,30.7,26.6,34.7,0.0,1008.2,Mumbai,2024,4
2024-05-01,31.1,28.6,34.2,1.4,1005.9,Mumbai,2024,5
2024-06-01,29.7,27.2,33.2,351.3,1004.0,Mumbai,2024,6
2024-07-01,27.5,25.3,29.8,1663.8,1002.1,Mumbai,2024,7
2024-08-01,28.2,26.3,30.9,390.5,1005.7,Mumbai,2024,8
2024-09-01,27.7,25.2,30.6,659.3,1006.5,Mumbai,2024,9
2024-10-01,29.3,25.6,33.3,112.0,1008.8,Mumbai,2024,10
2024-11-01,28.4,22.6,34.1,0.5,1011.2,Mumbai,2024,11
2024-12-01,26.2,20.6,32.0,0.0,1011.7,Mumbai,2024,12
2025-01-01,26.2,20.0,32.2,0.0,1011.9,Mumbai,2025,1
2025-02-01,28.0,21.2,34.0,0.0,1012.2,Mumbai,2025,2
2025-03-01,29.3,24.2,34.4,0.0,1010.0,Mumbai,2025,3
2025-04-01,30.2,26.7,34.1,0.0,1008.2,Mumbai,2025,4
2025-05-01,29.5,25.8,32.9,237.0,1005.0,Mumbai,2025,5
2025-06-01,28.6,26.2,31.4,510.9,1003.6,Mumbai,2025,6
2025-07-01,28.1,26.0,30.0,801.7,1003.5,Mumbai,2025,7
2025-08-01,27.4,25.5,29.5,1098.0,1005.7,Mumbai,2025,8
2025-09-01,27.0,25.4,29.0,480.7,1007.2,Mumbai,2025,9
2025-10-01,29.1,26.3,32.8,170.2,1008.0,Mumbai,2025,10
2025-11-01,27.8,24.3,32.0,9.2,1012.5,Mumbai,2025,11
2025-12-01,27.0,22.8,32.1,0.0,1012.9,Mumbai,2025,12
2020-01-01,19.9,12.7,27.0,66.0,1016.0,Nagpur,2020,1
2020-02-01,22.0,14.0,30.0,12.0,1015.7,Nagpur,2020,2
2020-03-01,26.7,18.7,34.8,29.0,1011.1,Nagpur,2020,3
2020-04-01,31.1,22.1,40.2,12.0,1007.9,Nagpur,2020,4
2020-05-01,34.3,25.3,43.3,23.0,1003.3,Nagpur,2020,5
2020-06-01,29.3,24.1,34.6,279.0,1001.9,Nagpur,2020,6
2020-07-01,28.7,24.1,33.2,376.0,1002.1,Nagpur,2020,7
2020-08-01,26.9,23.6,30.1,440.0,1001.3,Nagpur,2020,8
2020-09-01,28.9,24.1,33.7,214.0,1004.3,Nagpur,2020,9
2020-10-01,28.0,22.3,33.7,93.0,1007.5,Nagpur,2020,10
2020-11-01,23.9,16.1,31.6,11.0,1014.9,Nagpur,2020,11
2020-12-01,21.8,13.7,29.9,1.0,1015.3,Nagpur,2020,12
2021-01-01,22.7,15.3,30.2,3.0,1013.6,Nagpur,2021,1
2021-02-01,23.3,14.4,32.2,3.0,1013.9,Nagpur,2021,2
2021-03-01,27.9,19.2,36.7,33.0,1010.3,Nagpur,2021,3
2021-04-01,31.3,22.4,40.2,2.0,1007.2,Nagpur,2021,4
2021-05-01,32.9,25.8,40.0,48.0,1003.5,Nagpur,2021,5
2021-06-01,29.8,24.5,35.1,198.0,1002.3,Nagpur,2021,6
2021-07-01,28.4,24.6,32.2,420.0,1001.1,Nagpur,2021,7
2021-08-01,28.1,24.1,32.0,191.0,1003.5,Nagpur,2021,8
2021-09-01,27.6,23.9,31.3,356.0,1003.7,Nagpur,2021,9
2021-10-01,27.0,20.9,33.1,6.0,1009.2,Nagpur,2021,10
2021-11-01,24.6,17.9,31.3,4.0,1012.3,Nagpur,2021,11
2021-12-01,21.1,14.2,28.1,2.0,1016.1,Nagpur,2021,12
2022-01-01,19.9,13.1,26.8,33.0,1014.6,Nagpur,2022,1
2022-02-01,22.5,14.4,30.7,21.0,1012.4,Nagpur,2022,2
2022-03-01,28.9,20.1,37.8,1.0,1008.7,Nagpur,2022,3
2022-04-01,33.5,25.1,41.9,0.5,1005.8,Nagpur,2022,4
2022-05-01,35.1,27.8,42.4,6.0,1000.7,Nagpur,2022,5
2022-06-01,32.9,27.2,38.5,120.0,1000.9,Nagpur,2022,6
2022-07-01,27.1,24.1,30.1,631.0,1001.0,Nagpur,2022,7
2022-08-01,28.3,24.6,31.9,360.0,1001.9,Nagpur,2022,8
2022-09-01,27.7,23.6,31.9,358.0,1004.9,Nagpur,2022,9
2022-10-01,26.3,20.7,31.9,139.0,1010.5,Nagpur,2022,10
2022-11-01,22.5,14.2,30.8,0.0,1014.3,Nagpur,2022,11
2022-12-01,22.7,15.2,30.3,5.0,1014.1,Nagpur,2022,12
2023-01-01,21.5,13.9,29.1,0.0,1015.3,Nagpur,2023,1
2023-02-01,23.9,14.0,33.8,0.0,1013.7,Nagpur,2023,2
2023-03-01,26.9,19.2,34.6,0.0,1011.3,Nagpur,2023,3
2023-04-01,29.3,21.9,36.7,81.0,1008.4,Nagpur,2023,4
2023-05-01,31.9,24.0,39.9,48.0,1005.5,Nagpur,2023,5
2023-06-01,32.6,26.3,38.9,152.0,1001.5,Nagpur,2023,6
2023-07-01,28.3,24.3,32.2,516.0,1001.1,Nagpur,2023,7
2023-08-01,27.6,23.1,32.1,161.0,1004.7,Nagpur,2023,8
2023-09-01,27.5,23.3,31.6,403.0,1004.1,Nagpur,2023,9
2023-10-01,26.7,19.5,33.8,3.0,1011.7,Nagpur,2023,10
2023-11-01,23.9,16.8,30.9,47.0,1014.9,Nagpur,2023,11
2023-12-01,21.5,14.9,28.0,11.0,1016.1,Nagpur,2023,12
2024-01-01,22.0,15.4,28.6,1.0,1015.6,Nagpur,2024,1
2024-02-01,25.1,18.1,32.0,1.0,1014.4,Nagpur,2024,2
2024-03-01,28.5,20.4,36.6,20.0,1010.7,Nagpur,2024,3
2024-04-01,30.5,23.3,37.7,89.0,1007.5,Nagpur,2024,4
2024-05-01,32.8,25.4,40.2,55.0,1002.5,Nagpur,2024,5
2024-06-01,32.3,26.1,38.6,78.0,1000.9,Nagpur,2024,6
2024-07-01,28.1,24.9,31.2,579.0,999.3,Nagpur,2024,7
2024-08-01,27.9,24.3,31.5,213.0,1003.8,Nagpur,2024,8
2024-09-01,28.4,24.4,32.4,184.0,1003.7,Nagpur,2024,9
2024-10-01,28.5,23.0,34.0,23.0,1009.5,Nagpur,2024,10
2024-11-01,23.7,16.0,31.3,0.0,1013.7,Nagpur,2024,11
2024-12-01,22.4,15.0,29.8,3.0,1014.1,Nagpur,2024,12
2025-01-01,21.7,13.1,30.4,1.0,1014.3,Nagpur,2025,1
2025-02-01,25.7,16.7,34.6,1.0,1012.8,Nagpur,2025,2
2025-03-01,29.0,19.5,38.5,0.0,1009.5,Nagpur,2025,3
2025-04-01,32.3,23.7,41.0,14.0,1005.5,Nagpur,2025,4
2025-05-01,32.2,25.7,38.7,71.0,1002.5,Nagpur,2025,5
2025-06-01,31.5,26.3,36.8,78.0,1000.3,Nagpur,2025,6
2025-07-01,27.5,24.6,30.5,565.0,1000.3,Nagpur,2025,7
2025-08-01,26.7,24.1,30.6,223.0,1003.8,Nagpur,2025,8
2025-09-01,27.3,24.2,32.0,273.0,1005.1,Nagpur,2025,9
2025-10-01,26.6,22.9,31.0,111.4,1009.6,Nagpur,2025,10
2025-11-01,22.7,17.2,28.6,1.7,1014.5,Nagpur,2025,11
2025-12-01,20.4,13.9,27.6,0.0,1015.8,Nagpur,2025,12
2020-01-01,19.9,12.7,27.0,66.0,1016.0,Nanded,2020,1
2020-02-01,22.0,14.0,30.0,12.0,1015.7,Nanded,2020,2
2020-03-01,26.7,18.7,34.8,29.0,1011.1,Nanded,2020,3
2020-04-01,31.1,22.1,40.2,12.0,1007.9,Nanded,2020,4
2020-05-01,34.3,25.3,43.3,23.0,1003.3,Nanded,2020,5
2020-06-01,29.3,24.1,34.6,279.0,1001.9,Nanded,2020,6
2020-07-01,28.7,24.1,33.2,376.0,1002.1,Nanded,2020,7
2020-08-01,26.9,23.6,30.1,440.0,1001.3,Nanded,2020,8
2020-09-01,28.9,24.1,33.7,214.0,1004.3,Nanded,2020,9
2020-10-01,28.0,22.3,33.7,93.0,1007.5,Nanded,2020,10
2020-11-01,23.9,16.1,31.6,11.0,1014.9,Nanded,2020,11
2020-12-01,21.8,13.7,29.9,1.0,1015.3,Nanded,2020,12
2021-01-01,23.2,17.2,30.2,3.0,1012.9,Nanded,2021,1
2021-02-01,23.7,16.4,31.2,3.9,1013.6,Nanded,2021,2
2021-03-01,28.6,21.2,36.0,0.8,1010.5,Nanded,2021,3
2021-04-01,31.4,24.6,38.6,0.2,1007.8,Nanded,2021,4
2021-05-01,32.9,27.7,39.2,2.9,1004.3,Nanded,2021,5
2021-06-01,28.6,25.5,32.8,233.4,1003.2,Nanded,2021,6
2021-07-01,27.5,25.0,31.1,336.2,1001.9,Nanded,2021,7
2021-08-01,27.3,24.8,30.8,188.4,1004.1,Nanded,2021,8
2021-09-01,26.4,24.1,30.1,276.7,1004.3,Nanded,2021,9
2021-10-01,26.4,22.1,31.8,70.9,1008.8,Nanded,2021,10
2021-11-01,24.8,20.0,31.1,18.3,1011.6,Nanded,2021,11
2021-12-01,21.1,15.3,28.3,37.8,1015.4,Nanded,2021,12
2022-01-01,19.3,14.0,26.3,23.0,1014.4,Nanded,2022,1
2022-02-01,22.5,15.8,30.6,1.0,1012.1,Nanded,2022,2
2022-03-01,28.5,21.2,37.1,0.0,1008.8,Nanded,2022,3
2022-04-01,33.7,27.0,41.4,0.2,1005.9,Nanded,2022,4
2022-05-01,34.7,29.0,41.8,6.0,1001.5,Nanded,2022,5
2022-06-01,31.7,27.3,37.7,129.3,1001.8,Nanded,2022,6
2022-07-01,26.1,24.1,30.0,792.8,1001.6,Nanded,2022,7
2022-08-01,26.9,24.2,31.0,494.5,1002.4,Nanded,2022,8
2022-09-01,26.7,23.9,31.6,266.5,1005.3,Nanded,2022,9
2022-10-01,25.2,21.0,31.6,115.0,1010.3,Nanded,2022,10
2022-11-01,22.2,15.9,30.5,0.0,1013.5,Nanded,2022,11
2022-12-01,22.7,16.7,30.7,3.9,1013.4,Nanded,2022,12
2023-01-01,22.1,15.7,30.4,0.0,1014.7,Nanded,2023,1
2023-02-01,24.6,16.8,34.0,0.0,1013.5,Nanded,2023,2
2023-03-01,27.3,20.6,35.7,12.6,1011.4,Nanded,2023,3
2023-04-01,29.6,23.3,38.0,48.5,1008.9,Nanded,2023,4
2023-05-01,31.5,25.3,38.7,21.8,1006.2,Nanded,2023,5
2023-06-01,32.7,28.1,38.5,122.4,1002.2,Nanded,2023,6
2023-07-01,27.4,24.9,31.8,462.7,1002.0,Nanded,2023,7
2023-08-01,27.5,24.6,31.4,178.3,1004.9,Nanded,2023,8
2023-09-01,26.8,24.1,31.4,278.1,1004.4,Nanded,2023,9
2023-10-01,26.5,20.8,34.3,7.1,1011.1,Nanded,2023,10
2023-11-01,24.7,19.0,32.6,11.4,1013.8,Nanded,2023,11
2023-12-01,21.3,15.8,29.6,9.5,1015.0,Nanded,2023,12
2024-01-01,22.4,16.7,30.2,4.1,1014.7,Nanded,2024,1
2024-02-01,24.9,18.7,32.7,8.2,1014.3,Nanded,2024,2
2024-03-01,28.6,22.0,37.0,14.1,1011.1,Nanded,2024,3
2024-04-01,31.3,25.0,39.1,8.8,1007.8,Nanded,2024,4
2024-05-01,33.2,27.3,41.5,20.5,1003.4,Nanded,2024,5
2024-06-01,31.1,26.7,38.4,272.6,1002.1,Nanded,2024,6
2024-07-01,27.0,24.7,31.2,753.1,999.9,Nanded,2024,7
2024-08-01,27.9,24.3,31.5,213.0,1003.8,Nanded,2024,8
2024-09-01,28.4,24.4,32.4,184.0,1003.7,Nanded,2024,9
2024-10-01,27.6,23.4,34.4,52.1,1009.2,Nanded,2024,10
2024-11-01,23.2,17.1,31.6,0.0,1013.2,Nanded,2024,11
2024-12-01,22.2,16.9,30.3,3.0,1013.5,Nanded,2024,12
2025-01-01,21.2,14.6,31.9,0.0,1014.1,Nanded,2025,1
2025-02-01,25.9,18.6,35.8,0.0,1012.8,Nanded,2025,2
2025-03-01,29.0,19.5,38.5,0.0,1009.5,Nanded,2025,3
2025-04-01,32.3,25.6,40.9,9.3,1006.4,Nanded,2025,4
2025-05-01,31.5,26.3,38.7,57.7,1003.3,Nanded,2025,5
2025-06-01,30.1,25.9,36.2,131.6,1001.5,Nanded,2025,6
2025-07-01,26.8,24.4,31.2,727.8,1001.0,Nanded,2025,7
2025-08-01,26.9,24.3,31.5,349.4,1003.7,Nanded,2025,8
2025-09-01,26.5,24.0,30.5,279.5,1005.2,Nanded,2025,9
2025-10-01,26.1,22.4,30.7,115.4,1009.3,Nanded,2025,10
2025-11-01,21.8,15.8,28.5,2.1,1014.3,Nanded,2025,11
2025-12-01,18.6,11.7,26.8,0.0,1015.5,Nanded,2025,12
2020-01-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,1
2020-02-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,2
2020-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,3
2020-04-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,4
2020-05-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,5
2020-06-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,6
2020-07-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,7
2020-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,8
2020-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,9
2020-10-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,10
2020-11-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,11
2020-12-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2020,12
2021-01-01,22.4,16.8,29.4,0.0,1012.9,Nandurbar,2021,1
2021-02-01,23.4,16.4,30.8,1.3,1014.0,Nandurbar,2021,2
2021-03-01,28.3,20.9,35.9,0.4,1011.1,Nandurbar,2021,3
2021-04-01,31.4,24.2,38.5,0.0,1009.0,Nandurbar,2021,4
2021-05-01,30.7,24.9,37.5,14.2,1005.9,Nandurbar,2021,5
2021-06-01,28.1,24.4,33.7,70.5,1005.3,Nandurbar,2021,6
2021-07-01,26.9,23.9,31.8,220.0,1003.7,Nandurbar,2021,7
2021-08-01,25.8,22.7,30.1,150.5,1006.0,Nandurbar,2021,8
2021-09-01,25.2,22.6,29.2,316.8,1005.2,Nandurbar,2021,9
2021-10-01,24.5,19.8,29.9,76.6,1009.8,Nandurbar,2021,10
2021-11-01,24.2,18.4,30.4,19.2,1011.3,Nandurbar,2021,11
2021-12-01,20.4,15.3,26.4,70.2,1014.8,Nandurbar,2021,12
2022-01-01,19.3,13.2,26.4,3.0,1014.0,Nandurbar,2022,1
2022-02-01,23.0,15.0,31.2,0.0,1011.7,Nandurbar,2022,2
2022-03-01,29.1,20.5,36.7,0.7,1009.8,Nandurbar,2022,3
2022-04-01,33.1,25.2,40.8,0.0,1007.6,Nandurbar,2022,4
2022-05-01,32.3,25.4,40.4,0.0,1004.5,Nandurbar,2022,5
2022-06-01,28.8,24.3,35.3,146.1,1004.4,Nandurbar,2022,6
2022-07-01,25.4,23.2,28.9,432.0,1003.9,Nandurbar,2022,7
2022-08-01,25.5,22.8,29.5,116.3,1004.3,Nandurbar,2022,8
2022-09-01,24.9,22.1,29.3,247.0,1007.2,Nandurbar,2022,9
2022-10-01,24.1,19.7,29.5,75.5,1011.4,Nandurbar,2022,10
2022-11-01,23.0,16.8,29.7,0.0,1013.9,Nandurbar,2022,11
2022-12-01,22.4,16.7,29.3,27.3,1013.5,Nandurbar,2022,12
2023-01-01,20.5,14.1,28.1,1.1,1015.0,Nandurbar,2023,1
2023-02-01,23.4,15.8,31.9,0.0,1014.2,Nandurbar,2023,2
2023-03-01,25.6,18.7,33.1,7.6,1012.3,Nandurbar,2023,3
2023-04-01,29.4,22.6,36.8,21.5,1009.6,Nandurbar,2023,4
2023-05-01,31.4,24.6,38.7,0.5,1008.3,Nandurbar,2023,5
2023-06-01,29.8,24.9,36.2,75.5,1005.4,Nandurbar,2023,6
2023-07-01,26.0,23.9,29.9,236.1,1004.5,Nandurbar,2023,7
2023-08-01,26.0,22.9,30.3,20.5,1007.5,Nandurbar,2023,8
2023-09-01,25.9,22.8,30.4,193.0,1006.8,Nandurbar,2023,9
2023-10-01,27.0,20.9,33.2,0.6,1012.5,Nandurbar,2023,10
2023-11-01,25.0,19.6,31.3,50.6,1014.0,Nandurbar,2023,11
2023-12-01,21.9,16.4,28.5,3.1,1015.0,Nandurbar,2023,12
2024-01-01,21.5,15.2,28.8,6.4,1015.0,Nandurbar,2024,1
2024-02-01,24.1,17.0,31.8,0.0,1014.8,Nandurbar,2024,2
2024-03-01,27.9,20.3,36.1,0.0,1012.2,Nandurbar,2024,3
2024-04-01,32.4,25.2,39.6,0.0,1008.5,Nandurbar,2024,4
2024-05-01,33.1,26.3,40.6,11.1,1005.4,Nandurbar,2024,5
2024-06-01,28.7,25.0,34.7,193.2,1004.3,Nandurbar,2024,6
2024-07-01,26.3,24.2,29.9,396.4,1002.0,Nandurbar,2024,7
2024-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2024,8
2024-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2024,9
2024-10-01,25.3,21.3,30.5,123.0,1010.5,Nandurbar,2024,10
2024-11-01,23.1,17.4,29.8,0.0,1013.7,Nandurbar,2024,11
2024-12-01,21.2,15.7,28.0,0.0,1013.8,Nandurbar,2024,12
2025-01-01,21.1,15.1,28.4,0.1,1014.2,Nandurbar,2025,1
2025-02-01,24.0,17.2,32.0,0.0,1013.9,Nandurbar,2025,2
2025-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nandurbar,2025,3
2025-04-01,32.2,24.9,39.8,0.1,1007.7,Nandurbar,2025,4
2025-05-01,29.2,24.6,35.8,82.8,1005.3,Nandurbar,2025,5
2025-06-01,27.7,24.2,32.9,207.4,1003.6,Nandurbar,2025,6
2025-07-01,26.0,23.5,29.8,129.9,1003.7,Nandurbar,2025,7
2025-08-01,25.5,22.8,29.7,236.8,1005.9,Nandurbar,2025,8
2025-09-01,24.8,22.0,29.0,349.9,1007.3,Nandurbar,2025,9
2025-10-01,24.5,20.5,29.6,116.8,1010.4,Nandurbar,2025,10
2025-11-01,21.4,15.8,28.0,7.5,1014.8,Nandurbar,2025,11
2025-12-01,19.1,12.7,26.9,0.0,1015.8,Nandurbar,2025,12
2020-01-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,1
2020-02-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,2
2020-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,3
2020-04-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,4
2020-05-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,5
2020-06-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,6
2020-07-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,7
2020-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,8
2020-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Nashik,2020,9
