date,tavg,tmin,tmax,prcp,pres,city,year,month
2024-10-01,25.3,21.3,30.5,123.0,1010.5,Dhule,2024,10
2024-11-01,23.1,17.4,29.8,0.0,1013.7,Dhule,2024,11
2024-12-01,21.2,15.7,28.0,0.0,1013.8,Dhule,2024,12
2025-01-01,21.1,15.1,28.4,0.1,1014.2,Dhule,2025,1
2025-02-01,24.0,17.2,32.0,0.0,1013.9,Dhule,2025,2
2025-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Dhule,2025,3
2025-04-01,32.2,24.9,39.8,0.1,1007.7,Dhule,2025,4
2025-05-01,29.2,24.6,35.8,82.8,1005.3,Dhule,2025,5
2025-06-01,27.7,24.2,32.9,207.4,1003.6,Dhule,2025,6
2025-07-01,26.0,23.5,29.8,129.9,1003.7,Dhule,2025,7
2025-08-01,25.5,22.8,29.7,236.8,1005.9,Dhule,2025,8
2025-09-01,24.8,22.0,29.0,349.9,1007.3,Dhule,2025,9
2025-10-01,24.5,20.5,29.6,116.8,1010.4,Dhule,2025,10
2025-11-01,21.4,15.8,28.0,7.5,1014.8,Dhule,2025,11
2025-12-01,19.1,12.7,26.9,0.0,1015.8,Dhule,2025,12
2020-01-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,1
2020-02-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,2
2020-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,3
2020-04-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,4
2020-05-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,5
2020-06-01,27.1,22.8,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,6
2020-07-01,26.1,22.5,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,7
2020-08-01,25.5,21.8,32.41121172919362,438.0,1008.9854796888507,Ichalkaranji,2020,8
2020-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,9
2020-10-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,10
2020-11-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,11
2020-12-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2020,12
2021-01-01,24.2,18.6,30.0,0.0,1012.4,Ichalkaranji,2021,1
2021-02-01,24.1,17.7,31.3,5.0,1013.4,Ichalkaranji,2021,2
2021-03-01,27.7,21.1,35.8,0.0,1011.2,Ichalkaranji,2021,3
2021-04-01,29.1,21.5,36.1,57.9,1010.4,Ichalkaranji,2021,4
2021-05-01,28.7,23.1,33.3,154.3,1007.8,Ichalkaranji,2021,5
2021-06-01,26.3,22.0,28.8,296.4,1008.4,Ichalkaranji,2021,6
2021-07-01,25.4,21.8,27.4,648.8,1007.1,Ichalkaranji,2021,7
2021-08-01,25.6,21.6,27.8,81.5,1008.8,Ichalkaranji,2021,8
2021-09-01,25.3,21.5,27.7,140.6,1008.1,Ichalkaranji,2021,9
2021-10-01,26.4,20.6,31.6,90.4,1010.2,Ichalkaranji,2021,10
2021-11-01,25.2,20.3,29.9,80.0,1011.1,Ichalkaranji,2021,11
2021-12-01,22.6,16.9,28.7,108.4,1014.5,Ichalkaranji,2021,12
2022-01-01,21.1,15.1,28.6,0.5,1013.6,Ichalkaranji,2022,1
2022-02-01,23.9,17.0,32.4,0.0,1011.9,Ichalkaranji,2022,2
2022-03-01,27.4,21.0,35.4,11.5,1010.3,Ichalkaranji,2022,3
2022-04-01,29.7,22.3,36.3,52.1,1009.4,Ichalkaranji,2022,4
2022-05-01,27.5,22.5,33.9,0.0,1007.2,Ichalkaranji,2022,5
2022-06-01,26.9,22.4,30.8,124.7,1007.1,Ichalkaranji,2022,6
2022-07-01,24.7,21.6,26.7,379.7,1007.1,Ichalkaranji,2022,7
2022-08-01,25.3,21.6,27.3,298.0,1007.1,Ichalkaranji,2022,8
2022-09-01,25.4,21.3,28.6,208.8,1009.2,Ichalkaranji,2022,9
2022-10-01,25.0,19.6,29.6,273.1,1011.8,Ichalkaranji,2022,10
2022-11-01,23.8,18.4,30.4,3.0,1013.3,Ichalkaranji,2022,11
2022-12-01,23.5,17.7,30.5,4.7,1013.0,Ichalkaranji,2022,12
2023-01-01,22.4,16.0,30.1,0.2,1014.3,Ichalkaranji,2023,1
2023-02-01,25.2,18.0,33.1,0.0,1013.8,Ichalkaranji,2023,2
2023-03-01,25.6,18.9,33.4,0.8,1012.6,Ichalkaranji,2023,3
2023-04-01,28.2,21.4,35.8,8.5,1010.6,Ichalkaranji,2023,4
2023-05-01,28.6,22.4,35.4,46.9,1010.4,Ichalkaranji,2023,5
2023-06-01,27.8,23.4,32.2,63.0,1008.6,Ichalkaranji,2023,6
2023-07-01,24.7,21.9,26.1,437.9,1008.3,Ichalkaranji,2023,7
2023-08-01,25.9,21.8,28.2,58.1,1010.6,Ichalkaranji,2023,8
2023-09-01,26.0,21.9,28.4,109.0,1009.2,Ichalkaranji,2023,9
2023-10-01,26.1,20.9,31.8,20.7,1012.8,Ichalkaranji,2023,10
2023-11-01,24.8,19.9,30.4,16.2,1013.7,Ichalkaranji,2023,11
2023-12-01,23.1,18.0,29.1,5.7,1014.3,Ichalkaranji,2023,12
2024-01-01,23.1,17.1,30.2,8.0,1014.5,Ichalkaranji,2024,1
2024-02-01,25.4,18.6,33.3,0.0,1014.5,Ichalkaranji,2024,2
2024-03-01,27.7,21.3,35.9,0.1,1012.5,Ichalkaranji,2024,3
2024-04-01,30.8,24.1,38.0,23.0,1009.7,Ichalkaranji,2024,4
2024-05-01,29.4,23.2,35.6,27.6,1007.9,Ichalkaranji,2024,5
2024-06-01,26.7,22.8,29.9,119.0,1007.3,Ichalkaranji,2024,6
2024-07-01,24.7,22.0,26.3,609.4,1005.9,Ichalkaranji,2024,7
2024-08-01,25.5,22.1,32.41121172919362,242.5,1008.9854796888507,Ichalkaranji,2024,8
2024-09-01,25.5,21.6,32.41121172919362,123.3,1008.9854796888507,Ichalkaranji,2024,9
2024-10-01,26.3,21.3,30.3,238.5,1011.2,Ichalkaranji,2024,10
2024-11-01,23.7,18.0,29.6,5.6,1013.5,Ichalkaranji,2024,11
2024-12-01,23.0,17.7,29.3,0.0,1013.1,Ichalkaranji,2024,12
2025-01-01,22.9,16.7,30.2,0.0,1013.6,Ichalkaranji,2025,1
2025-02-01,25.2,18.2,33.3,0.0,1013.8,Ichalkaranji,2025,2
2025-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Ichalkaranji,2025,3
2025-04-01,28.6,21.5,36.8,32.2,1009.7,Ichalkaranji,2025,4
2025-05-01,26.8,22.1,31.6,241.4,1007.4,Ichalkaranji,2025,5
2025-06-01,25.8,22.4,28.1,333.5,1007.3,Ichalkaranji,2025,6
2025-07-01,24.7,22.1,26.3,214.2,1007.2,Ichalkaranji,2025,7
2025-08-01,24.0,21.5,26.2,182.5,1008.9,Ichalkaranji,2025,8
2025-09-01,23.0,20.9,26.7,188.8,1010.2,Ichalkaranji,2025,9
2025-10-01,23.9,20.5,29.4,138.4,1011.3,Ichalkaranji,2025,10
2025-11-01,22.3,16.9,28.8,6.1,1015.1,Ichalkaranji,2025,11
2025-12-01,20.9,14.6,28.1,0.2,1015.3,Ichalkaranji,2025,12
2020-01-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,1
2020-02-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,2
2020-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,3
2020-04-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,4
2020-05-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,5
2020-06-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,6
2020-07-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,7
2020-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,8
2020-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,9
2020-10-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,10
2020-11-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,11
2020-12-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2020,12
2021-01-01,24.2,17.2,31.2,0.0,1012.5,Jalgaon,2021,1
2021-02-01,25.0,15.9,33.1,0.3,1013.4,Jalgaon,2021,2
2021-03-01,29.7,20.0,38.1,0.0,1010.3,Jalgaon,2021,3
2021-04-01,33.0,25.3,40.6,0.0,1007.9,Jalgaon,2021,4
2021-05-01,33.4,27.5,40.0,2.0,1004.7,Jalgaon,2021,5
2021-06-01,30.8,26.7,36.4,43.3,1003.9,Jalgaon,2021,6
2021-07-01,28.8,25.5,33.3,168.1,1002.3,Jalgaon,2021,7
2021-08-01,27.5,24.4,31.4,156.5,1005.0,Jalgaon,2021,8
2021-09-01,26.6,24.0,30.8,370.8,1004.3,Jalgaon,2021,9
2021-10-01,25.6,21.1,32.0,69.5,1009.4,Jalgaon,2021,10
2021-11-01,25.0,19.3,31.6,11.9,1011.3,Jalgaon,2021,11
2021-12-01,21.6,15.8,28.2,31.2,1015.1,Jalgaon,2021,12
2022-01-01,20.6,14.3,27.6,2.3,1014.2,Jalgaon,2022,1
2022-02-01,23.9,14.8,32.4,0.0,1011.7,Jalgaon,2022,2
2022-03-01,30.1,21.2,38.4,2.0,1009.1,Jalgaon,2022,3
2022-04-01,34.6,26.4,42.9,0.0,1006.2,Jalgaon,2022,4
2022-05-01,35.0,27.8,42.2,0.0,1002.7,Jalgaon,2022,5
2022-06-01,31.5,26.4,38.0,118.5,1002.9,Jalgaon,2022,6
2022-07-01,26.5,24.2,30.2,545.1,1002.7,Jalgaon,2022,7
2022-08-01,26.7,24.0,31.0,229.7,1003.3,Jalgaon,2022,8
2022-09-01,26.5,23.7,31.4,240.4,1006.1,Jalgaon,2022,9
2022-10-01,25.5,20.8,32.3,92.4,1010.5,Jalgaon,2022,10
2022-11-01,23.5,16.5,31.5,0.0,1013.5,Jalgaon,2022,11
2022-12-01,23.4,17.6,30.7,17.1,1012.9,Jalgaon,2022,12
2023-01-01,21.2,14.3,28.9,3.0,1014.7,Jalgaon,2023,1
2023-02-01,23.5,14.0,34.1,0.0,1013.9,Jalgaon,2023,2
2023-03-01,26.9,19.9,34.8,20.1,1011.7,Jalgaon,2023,3
2023-04-01,30.9,24.1,38.7,18.3,1008.8,Jalgaon,2023,4
2023-05-01,33.6,26.7,40.8,2.0,1006.9,Jalgaon,2023,5
2023-06-01,32.3,27.5,38.4,104.6,1003.9,Jalgaon,2023,6
2023-07-01,27.2,24.8,31.1,412.6,1003.2,Jalgaon,2023,7
2023-08-01,27.0,23.8,31.1,81.5,1006.3,Jalgaon,2023,8
2023-09-01,27.1,24.1,31.5,232.7,1005.5,Jalgaon,2023,9
2023-10-01,26.8,20.9,34.1,0.0,1011.6,Jalgaon,2023,10
2023-11-01,25.1,19.5,31.9,57.7,1013.5,Jalgaon,2023,11
2023-12-01,22.2,17.3,29.0,0.5,1014.7,Jalgaon,2023,12
2024-01-01,22.4,16.3,29.7,0.5,1014.5,Jalgaon,2024,1
2024-02-01,25.4,18.3,33.1,0.0,1014.1,Jalgaon,2024,2
2024-03-01,28.8,21.2,37.0,0.1,1011.2,Jalgaon,2024,3
2024-04-01,33.5,26.3,41.1,8.1,1007.5,Jalgaon,2024,4
2024-05-01,35.4,28.8,42.6,0.6,1003.7,Jalgaon,2024,5
2024-06-01,31.1,26.9,37.2,192.6,1002.8,Jalgaon,2024,6
2024-07-01,27.2,25.0,30.8,572.2,1000.7,Jalgaon,2024,7
2024-08-01,25.6,22.6,28.4,0.0,1008.9854796888507,Jalgaon,2024,8
2024-09-01,25.3,22.0,28.9,200.3,1008.9854796888507,Jalgaon,2024,9
2024-10-01,26.9,22.7,32.9,91.3,1009.6,Jalgaon,2024,10
2024-11-01,23.3,17.4,30.8,0.0,1013.3,Jalgaon,2024,11
2024-12-01,21.6,16.5,28.7,0.0,1013.5,Jalgaon,2024,12
2025-01-01,21.0,15.3,29.0,0.2,1013.8,Jalgaon,2025,1
2025-02-01,23.9,17.2,32.3,0.0,1013.4,Jalgaon,2025,2
2025-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Jalgaon,2025,3
2025-04-01,33.3,25.6,41.3,0.2,1006.6,Jalgaon,2025,4
2025-05-01,30.9,26.3,36.9,33.9,1004.1,Jalgaon,2025,5
2025-06-01,29.6,25.9,34.7,224.2,1002.2,Jalgaon,2025,6
2025-07-01,27.1,24.6,31.0,165.0,1002.3,Jalgaon,2025,7
2025-08-01,26.8,24.2,30.7,215.1,1004.6,Jalgaon,2025,8
2025-09-01,26.2,23.7,30.1,318.3,1006.1,Jalgaon,2025,9
2025-10-01,26.0,21.9,31.2,86.5,1009.6,Jalgaon,2025,10
2025-11-01,22.7,17.0,29.5,12.4,1014.4,Jalgaon,2025,11
2025-12-01,20.3,13.8,28.7,0.0,1015.5,Jalgaon,2025,12
2020-01-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,1
2020-02-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,2
2020-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,3
2020-04-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,4
2020-05-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,5
2020-06-01,27.1,22.8,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,6
2020-07-01,26.1,22.5,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,7
2020-08-01,25.5,21.8,32.41121172919362,438.0,1008.9854796888507,Kolhapur,2020,8
2020-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,9
2020-10-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,10
2020-11-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,11
2020-12-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2020,12
2021-01-01,24.2,18.6,30.0,0.0,1012.4,Kolhapur,2021,1
2021-02-01,24.1,17.7,31.3,5.0,1013.4,Kolhapur,2021,2
2021-03-01,27.7,21.1,35.8,0.0,1011.2,Kolhapur,2021,3
2021-04-01,29.1,21.5,36.1,57.9,1010.4,Kolhapur,2021,4
2021-05-01,28.7,23.1,33.3,154.3,1007.8,Kolhapur,2021,5
2021-06-01,26.3,22.0,28.8,296.4,1008.4,Kolhapur,2021,6
2021-07-01,25.4,21.8,27.4,648.8,1007.1,Kolhapur,2021,7
2021-08-01,25.6,21.6,27.8,81.5,1008.8,Kolhapur,2021,8
2021-09-01,25.3,21.5,27.7,140.6,1008.1,Kolhapur,2021,9
2021-10-01,26.4,20.6,31.6,90.4,1010.2,Kolhapur,2021,10
2021-11-01,25.2,20.3,29.9,80.0,1011.1,Kolhapur,2021,11
2021-12-01,22.6,16.9,28.7,108.4,1014.5,Kolhapur,2021,12
2022-01-01,21.1,15.1,28.6,0.5,1013.6,Kolhapur,2022,1
2022-02-01,23.9,17.0,32.4,0.0,1011.9,Kolhapur,2022,2
2022-03-01,27.4,21.0,35.4,11.5,1010.3,Kolhapur,2022,3
2022-04-01,29.7,22.3,36.3,52.1,1009.4,Kolhapur,2022,4
2022-05-01,27.5,22.5,33.9,0.0,1007.2,Kolhapur,2022,5
2022-06-01,26.9,22.4,30.8,124.7,1007.1,Kolhapur,2022,6
2022-07-01,24.7,21.6,26.7,379.7,1007.1,Kolhapur,2022,7
2022-08-01,25.3,21.6,27.3,298.0,1007.1,Kolhapur,2022,8
2022-09-01,25.4,21.3,28.6,208.8,1009.2,Kolhapur,2022,9
2022-10-01,25.0,19.6,29.6,273.1,1011.8,Kolhapur,2022,10
2022-11-01,23.8,18.4,30.4,3.0,1013.3,Kolhapur,2022,11
2022-12-01,23.5,17.7,30.5,4.7,1013.0,Kolhapur,2022,12
2023-01-01,22.4,16.0,30.1,0.2,1014.3,Kolhapur,2023,1
2023-02-01,25.2,18.0,33.1,0.0,1013.8,Kolhapur,2023,2
2023-03-01,25.6,18.9,33.4,0.8,1012.6,Kolhapur,2023,3
2023-04-01,28.2,21.4,35.8,8.5,1010.6,Kolhapur,2023,4
2023-05-01,28.6,22.4,35.4,46.9,1010.4,Kolhapur,2023,5
2023-06-01,27.8,23.4,32.2,63.0,1008.6,Kolhapur,2023,6
2023-07-01,24.7,21.9,26.1,437.9,1008.3,Kolhapur,2023,7
2023-08-01,25.9,21.8,28.2,58.1,1010.6,Kolhapur,2023,8
2023-09-01,26.0,21.9,28.4,109.0,1009.2,Kolhapur,2023,9
2023-10-01,26.1,20.9,31.8,20.7,1012.8,Kolhapur,2023,10
2023-11-01,24.8,19.9,30.4,16.2,1013.7,Kolhapur,2023,11
2023-12-01,23.1,18.0,29.1,5.7,1014.3,Kolhapur,2023,12
2024-01-01,23.1,17.1,30.2,8.0,1014.5,Kolhapur,2024,1
2024-02-01,25.4,18.6,33.3,0.0,1014.5,Kolhapur,2024,2
2024-03-01,27.7,21.3,35.9,0.1,1012.5,Kolhapur,2024,3
2024-04-01,30.8,24.1,38.0,23.0,1009.7,Kolhapur,2024,4
2024-05-01,29.4,23.2,35.6,27.6,1007.9,Kolhapur,2024,5
2024-06-01,26.7,22.8,29.9,119.0,1007.3,Kolhapur,2024,6
2024-07-01,24.7,22.0,26.3,609.4,1005.9,Kolhapur,2024,7
2024-08-01,25.5,22.1,32.41121172919362,242.5,1008.9854796888507,Kolhapur,2024,8
2024-09-01,25.5,21.6,32.41121172919362,123.3,1008.9854796888507,Kolhapur,2024,9
2024-10-01,26.3,21.3,30.3,238.5,1011.2,Kolhapur,2024,10
2024-11-01,23.7,18.0,29.6,5.6,1013.5,Kolhapur,2024,11
2024-12-01,23.0,17.7,29.3,0.0,1013.1,Kolhapur,2024,12
2025-01-01,22.9,16.7,30.2,0.0,1013.6,Kolhapur,2025,1
2025-02-01,25.2,18.2,33.3,0.0,1013.8,Kolhapur,2025,2
2025-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Kolhapur,2025,3
2025-04-01,28.6,21.5,36.8,32.2,1009.7,Kolhapur,2025,4
2025-05-01,26.8,22.1,31.6,241.4,1007.4,Kolhapur,2025,5
2025-06-01,25.8,22.4,28.1,333.5,1007.3,Kolhapur,2025,6
2025-07-01,24.7,22.1,26.3,214.2,1007.2,Kolhapur,2025,7
2025-08-01,24.0,21.5,26.2,182.5,1008.9,Kolhapur,2025,8
2025-09-01,23.0,20.9,26.7,188.8,1010.2,Kolhapur,2025,9
2025-10-01,23.9,20.5,29.4,138.4,1011.3,Kolhapur,2025,10
2025-11-01,22.3,16.9,28.8,6.1,1015.1,Kolhapur,2025,11
2025-12-01,20.9,14.6,28.1,0.2,1015.3,Kolhapur,2025,12
2020-01-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,1
2020-02-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,2
2020-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,3
2020-04-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,4
2020-05-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,5
2020-06-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,6
2020-07-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,7
2020-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,8
2020-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,9
2020-10-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,10
2020-11-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,11
2020-12-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2020,12
2021-01-01,23.5,17.8,29.7,0.0,1012.8,Latur,2021,1
2021-02-01,23.5,16.7,30.8,2.3,1013.7,Latur,2021,2
2021-03-01,28.5,21.4,35.6,0.0,1011.1,Latur,2021,3
2021-04-01,30.5,24.1,37.2,4.5,1009.2,Latur,2021,4
2021-05-01,30.4,25.4,36.3,26.1,1006.4,Latur,2021,5
2021-06-01,26.8,23.2,31.7,81.8,1006.4,Latur,2021,6
2021-07-01,25.5,22.8,29.4,322.0,1004.9,Latur,2021,7
2021-08-01,25.3,22.3,28.9,161.6,1006.8,Latur,2021,8
2021-09-01,24.3,21.7,27.9,295.6,1006.5,Latur,2021,9
2021-10-01,24.1,19.7,29.3,96.8,1010.1,Latur,2021,10
2021-11-01,23.8,19.3,29.5,40.9,1011.6,Latur,2021,11
2021-12-01,22.5,16.6,28.7,1.2,1015.0,Latur,2021,12
2022-01-01,20.9,15.2,27.7,7.6,1014.0,Latur,2022,1
2022-02-01,24.5,17.6,31.5,0.0,1011.9,Latur,2022,2
2022-03-01,28.9,21.6,36.0,0.3,1009.7,Latur,2022,3
2022-04-01,32.2,25.7,39.1,1.2,1007.8,Latur,2022,4
2022-05-01,32.2,26.4,38.7,0.0,1003.7,Latur,2022,5
2022-06-01,28.1,24.2,34.1,119.5,1004.5,Latur,2022,6
2022-07-01,24.2,22.1,27.9,345.0,1004.5,Latur,2022,7
2022-08-01,24.8,21.9,29.1,169.5,1004.9,Latur,2022,8
2022-09-01,24.4,21.4,28.7,210.1,1007.1,Latur,2022,9
2022-10-01,23.1,19.2,28.1,95.2,1010.8,Latur,2022,10
2022-11-01,22.2,16.0,28.7,0.0,1013.0,Latur,2022,11
2022-12-01,22.6,16.9,29.2,16.0,1012.8,Latur,2022,12
2023-01-01,22.4,15.9,29.7,0.0,1014.0,Latur,2023,1
2023-02-01,24.6,16.7,32.7,0.0,1013.3,Latur,2023,2
2023-03-01,26.4,19.6,33.7,9.3,1011.5,Latur,2023,3
2023-04-01,28.5,21.9,35.5,47.8,1009.4,Latur,2023,4
2023-05-01,29.8,24.1,36.6,19.4,1007.8,Latur,2023,5
2023-06-01,30.3,25.4,36.0,34.0,1005.1,Latur,2023,6
2023-07-01,25.3,22.7,29.3,336.7,1005.1,Latur,2023,7
2023-08-01,25.7,22.1,30.1,28.1,1007.6,Latur,2023,8
2023-09-01,25.2,22.2,29.6,156.3,1006.6,Latur,2023,9
2023-10-01,25.2,19.6,31.3,12.9,1011.9,Latur,2023,10
2023-11-01,24.5,19.3,30.4,40.4,1013.4,Latur,2023,11
2023-12-01,21.5,16.0,27.9,0.1,1014.3,Latur,2023,12
2024-01-01,23.4,17.4,30.0,0.0,1014.0,Latur,2024,1
2024-02-01,26.3,19.6,33.4,0.0,1013.7,Latur,2024,2
2024-03-01,29.7,23.0,36.7,0.0,1011.2,Latur,2024,3
2024-04-01,31.7,25.4,38.6,6.6,1008.2,Latur,2024,4
2024-05-01,31.7,25.7,39.0,45.0,1005.0,Latur,2024,5
2024-06-01,26.8,23.6,32.0,242.7,1004.9,Latur,2024,6
2024-07-01,24.8,22.8,28.4,368.5,1003.2,Latur,2024,7
2024-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2024,8
2024-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2024,9
2024-10-01,24.8,20.7,30.0,104.3,1010.2,Latur,2024,10
2024-11-01,22.5,16.9,28.4,2.3,1013.1,Latur,2024,11
2024-12-01,22.2,17.0,28.3,0.0,1012.9,Latur,2024,12
2025-01-01,22.6,16.2,29.8,0.0,1013.4,Latur,2025,1
2025-02-01,26.4,19.5,33.6,0.0,1012.9,Latur,2025,2
2025-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Latur,2025,3
2025-04-01,31.6,25.2,39.0,5.5,1007.6,Latur,2025,4
2025-05-01,29.3,24.5,35.6,227.0,1004.8,Latur,2025,5
2025-06-01,27.5,23.4,32.7,123.3,1004.2,Latur,2025,6
2025-07-01,25.6,22.9,29.7,206.3,1004.1,Latur,2025,7
2025-08-01,24.7,22.0,28.6,311.5,1006.2,Latur,2025,8
2025-09-01,24.3,21.5,28.3,320.1,1007.5,Latur,2025,9
2025-10-01,24.5,20.5,29.4,103.1,1010.4,Latur,2025,10
2025-11-01,21.8,15.9,28.2,11.6,1014.6,Latur,2025,11
2025-12-01,19.8,13.1,27.5,0.0,1015.4,Latur,2025,12
2020-01-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,1
2020-02-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,2
2020-03-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,3
2020-04-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,4
2020-05-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,5
2020-06-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,6
2020-07-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,7
2020-08-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,8
2020-09-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,9
2020-10-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,10
2020-11-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,11
2020-12-01,26.633689154568746,21.414444444444445,32.41121172919362,0.0,1008.9854796888507,Malegaon,2020,12
2021-01-01,22.4,16.8,29.4,0.0,1012.9,Malegaon,2021,1
2021-02-01,23.4,16.4,30.8,1.3,1014.0,Malegaon,2021,2
2021-03-01,28.3,20.9,35.9,0.4,1011.1,Malegaon,2021,3
2021-04-01,31.4,24.2,38.5,0.0,1009.0,Malegaon,2021,4
2021-05-01,30.7,24.9,37.5,14.2,1005.9,Malegaon,2021,5
2021-06-01,28.1,24.4,33.7,70.5,1005.3,Malegaon,2021,6
2021-07-01,26.9,23.9,31.8,220.0,1003.7,Malegaon,2021,7
2021-08-01,25.8,22.7,30.1,150.5,1006.0,Malegaon,2021,8
2021-09-01,25.2,22.6,29.2,316.8,1005.2,Malegaon,2021,9
2021-10-01,24.5,19.8,29.9,76.6,1009.8,Malegaon,2021,10
